Date,Grand Targhee (1082) Air Temperature Observed (degF) Start of Day Values,Phillips Bench (689) Air Temperature Observed (degF) Start of Day Values
2015-07-01,57.4,55.9
2015-07-02,59.5,59.5
2015-07-03,56.5,55.0
2015-07-04,60.1,57.9
2015-07-05,59.9,62.2
2015-07-06,46.8,47.3
2015-07-07,48.0,46.2
2015-07-08,49.1,47.5
2015-07-09,46.4,47.7
2015-07-10,47.5,45.5
2015-07-11,43.7,42.3
2015-07-12,46.8,49.5
2015-07-13,51.8,49.5
2015-07-14,47.7,42.6
2015-07-15,51.8,51.4
2015-07-16,47.8,41.9
2015-07-17,50.9,55.8
2015-07-18,41.9,45.5
2015-07-19,40.8,41.4
2015-07-20,48.6,46.8
2015-07-21,46.8,42.4
2015-07-22,52.5,51.6
2015-07-23,48.9,46.8
2015-07-24,48.2,46.4
2015-07-25,48.6,43.2
2015-07-26,53.2,50.2
2015-07-27,57.9,50.7
2015-07-28,29.1,32.5
2015-07-29,38.3,36.3
2015-07-30,47.7,44.6
2015-07-31,51.8,50.0
2015-08-01,56.1,55.2
2015-08-02,58.3,55.8
2015-08-03,62.2,61.2
2015-08-04,46.8,49.3
2015-08-05,51.3,48.9
2015-08-06,42.4,46.2
2015-08-07,50.4,51.4
2015-08-08,45.5,46.4
2015-08-09,41.4,42.3
2015-08-10,47.5,45.5
2015-08-11,57.2,51.1
2015-08-12,56.1,56.8
2015-08-13,57.0,54.0
2015-08-14,59.4,56.7
2015-08-15,54.7,51.6
2015-08-16,50.9,53.2
2015-08-17,50.2,45.7
2015-08-18,43.9,40.6
2015-08-19,43.9,43.7
2015-08-20,47.5,49.8
2015-08-21,51.3,49.5
2015-08-22,47.1,52.7
2015-08-23,43.7,40.3
2015-08-24,52.5,49.5
2015-08-25,59.4,55.9
2015-08-26,61.3,57.9
2015-08-27,45.5,45.9
2015-08-28,51.8,47.5
2015-08-29,56.1,53.6
2015-08-30,50.2,51.1
2015-08-31,43.5,50.0
2015-09-01,48.9,50.0
2015-09-02,56.7,55.2
2015-09-03,57.6,53.1
2015-09-04,52.0,48.6
2015-09-05,42.4,44.4
2015-09-06,29.5,30.7
2015-09-07,37.8,36.9
2015-09-08,39.2,43.5
2015-09-09,43.2,45.3
2015-09-10,48.9,50.0
2015-09-11,49.8,48.0
2015-09-12,51.6,52.2
2015-09-13,52.9,51.3
2015-09-14,49.8,54.7
2015-09-15,45.9,46.8
2015-09-16,40.3,40.3
2015-09-17,30.6,32.9
2015-09-18,30.0,32.2
2015-09-19,32.5,32.0
2015-09-20,38.1,37.9
2015-09-21,46.0,46.4
2015-09-22,49.3,48.0
2015-09-23,50.4,49.6
2015-09-24,48.9,47.8
2015-09-25,53.8,49.8
2015-09-26,55.2,54.0
2015-09-27,51.6,51.3
2015-09-28,50.2,53.8
2015-09-29,47.5,43.0
2015-09-30,47.1,44.2
2015-10-01,47.1,49.8
2015-10-02,45.5,44.2
2015-10-03,36.5,39.6
2015-10-04,36.3,38.3
2015-10-05,40.3,37.9
2015-10-06,44.8,41.4
2015-10-07,37.2,39.2
2015-10-08,42.4,44.1
2015-10-09,41.0,41.2
2015-10-10,47.5,45.0
2015-10-11,50.0,50.2
2015-10-12,33.4,36.7
2015-10-13,41.4,43.5
2015-10-14,43.2,48.4
2015-10-15,42.3,41.4
2015-10-16,44.6,39.4
2015-10-17,47.1,42.1
2015-10-18,41.9,46.8
2015-10-19,39.6,42.1
2015-10-20,31.8,34.7
2015-10-21,33.4,32.5
2015-10-22,32.9,31.8
2015-10-23,29.3,32.9
2015-10-24,27.9,30.9
2015-10-25,34.7,36.7
2015-10-26,30.9,35.1
2015-10-27,24.6,28.8
2015-10-28,21.7,24.4
2015-10-29,28.4,32.7
2015-10-30,23.4,27.7
2015-10-31,27.5,32.5
2015-11-01,36.5,39.4
2015-11-02,27.7,30.6
2015-11-03,32.0,32.2
2015-11-04,19.8,25.0
2015-11-05,15.8,20.8
2015-11-06,15.4,19.9
2015-11-07,13.3,16.3
2015-11-08,24.3,18.9
2015-11-09,26.6,21.9
2015-11-10,16.9,21.6
2015-11-11,13.6,19.2
2015-11-12,16.9,21.7
2015-11-13,16.7,22.1
2015-11-14,23.5,23.2
2015-11-15,31.8,26.2
2015-11-16,26.2,26.6
2015-11-17,9.5,15.4
2015-11-18,18.9,23.5
2015-11-19,10.4,16.2
2015-11-20,20.5,28.8
2015-11-21,0.9,3.7
2015-11-22,13.1,12.9
2015-11-23,26.2,18.7
2015-11-24,25.2,24.6
2015-11-25,25.2,24.4
2015-11-26,8.8,11.3
2015-11-27,5.0,6.1
2015-11-28,15.3,15.6
2015-11-29,7.7,10.8
2015-11-30,3.2,8.2
2015-12-01,3.4,0.7
2015-12-02,12.0,5.7
2015-12-03,16.2,21.2
2015-12-04,32.4,25.5
2015-12-05,16.3,21.4
2015-12-06,17.8,12.9
2015-12-07,21.7,27.1
2015-12-08,28.8,32.2
2015-12-09,29.5,33.1
2015-12-10,17.4,29.1
2015-12-11,17.1,20.7
2015-12-12,14.0,12.0
2015-12-13,13.5,16.7
2015-12-14,22.3,21.2
2015-12-15,10.8,13.3
2015-12-16,4.6,10.4
2015-12-17,1.2,6.4
2015-12-18,12.4,18.7
2015-12-19,23.2,18.9
2015-12-20,19.0,23.7
2015-12-21,11.5,16.3
2015-12-22,15.3,19.4
2015-12-23,7.3,10.8
2015-12-24,4.6,10.0
2015-12-25,5.4,8.4
2015-12-26,-3.5,-2.0
2015-12-27,-0.6,-4.5
2015-12-28,11.1,4.3
2015-12-29,2.1,-1.8
2015-12-30,-2.0,-0.6
2015-12-31,-4.5,-6.0
2016-01-01,7.5,-4.2
2016-01-02,13.6,9.0
2016-01-03,20.5,14.5
2016-01-04,27.0,19.4
2016-01-05,24.4,25.2
2016-01-06,21.2,23.9
2016-01-07,21.0,24.3
2016-01-08,14.4,18.0
2016-01-09,11.1,14.9
2016-01-10,6.1,11.8
2016-01-11,2.5,1.8
2016-01-12,8.4,5.0
2016-01-13,16.7,13.1
2016-01-14,15.6,20.3
2016-01-15,7.5,12.4
2016-01-16,7.2,12.2
2016-01-17,16.3,21.4
2016-01-18,20.8,25.2
2016-01-19,11.8,18.0
2016-01-20,18.9,21.6
2016-01-21,13.1,15.8
2016-01-22,24.8,15.4
2016-01-23,21.7,20.8
2016-01-24,19.0,22.1
2016-01-25,11.5,15.3
2016-01-26,3.6,5.2
2016-01-27,19.2,12.2
2016-01-28,23.7,17.2
2016-01-29,18.0,23.5
2016-01-30,20.8,26.4
2016-01-31,7.3,10.4
2016-02-01,3.2,4.6
2016-02-02,0.0,5.4
2016-02-03,-0.8,3.7
2016-02-04,2.8,4.6
2016-02-05,9.5,13.1
2016-02-06,15.1,18.9
2016-02-07,17.4,22.5
2016-02-08,20.5,26.2
2016-02-09,24.1,21.4
2016-02-10,29.3,23.9
2016-02-11,27.3,25.3
2016-02-12,28.4,29.7
2016-02-13,29.5,32.2
2016-02-14,15.3,23.4
2016-02-15,22.5,27.3
2016-02-16,25.2,30.7
2016-02-17,24.8,32.2
2016-02-18,31.3,33.8
2016-02-19,17.8,22.6
2016-02-20,21.2,26.8
2016-02-21,9.5,12.4
2016-02-22,16.9,22.1
2016-02-23,9.9,8.8
2016-02-24,11.3,12.2
2016-02-25,17.8,14.4
2016-02-26,19.9,18.7
2016-02-27,30.2,25.3
2016-02-28,21.4,22.6
2016-02-29,25.5,29.1
2016-03-01,13.5,18.3
2016-03-02,25.0,28.0
2016-03-03,22.6,26.2
2016-03-04,25.7,30.2
2016-03-05,31.6,28.8
2016-03-06,31.5,27.7
2016-03-07,18.3,22.6
2016-03-08,10.4,14.2
2016-03-09,17.2,21.0
2016-03-10,21.7,23.0
2016-03-11,35.2,33.4
2016-03-12,36.3,34.0
2016-03-13,25.0,30.0
2016-03-14,25.3,28.4
2016-03-15,11.7,16.3
2016-03-16,9.3,14.9
2016-03-17,12.6,17.1
2016-03-18,3.0,4.6
2016-03-19,4.3,3.9
2016-03-20,23.2,14.9
2016-03-21,34.2,29.1
2016-03-22,24.8,29.7
2016-03-23,17.6,22.6
2016-03-24,18.3,22.3
2016-03-25,12.4,16.5
2016-03-26,13.8,13.5
2016-03-27,14.7,16.2
2016-03-28,21.7,26.8
2016-03-29,25.7,27.1
2016-03-30,22.6,24.8
2016-03-31,21.9,27.1
2016-04-01,15.8,16.0
2016-04-02,25.3,27.5
2016-04-03,28.8,31.6
2016-04-04,34.0,31.3
2016-04-05,17.1,24.4
2016-04-06,19.8,27.0
2016-04-07,30.2,36.0
2016-04-08,32.9,33.8
2016-04-09,40.5,37.4
2016-04-10,31.3,33.4
2016-04-11,30.0,30.2
2016-04-12,35.8,34.7
2016-04-13,34.2,36.7
2016-04-14,32.0,30.9
2016-04-15,18.7,22.3
2016-04-16,16.0,17.8
2016-04-17,23.4,25.0
2016-04-18,23.7,27.1
2016-04-19,30.6,29.1
2016-04-20,32.0,33.3
2016-04-21,36.7,35.1
2016-04-22,41.7,38.5
2016-04-23,38.8,41.0
2016-04-24,28.0,32.2
2016-04-25,24.6,28.4
2016-04-26,28.8,30.9
2016-04-27,22.5,28.4
2016-04-28,25.5,28.8
2016-04-29,25.9,28.2
2016-04-30,25.9,26.8
2016-05-01,26.8,30.0
2016-05-02,28.4,28.4
2016-05-03,33.3,34.9
2016-05-04,38.3,38.1
2016-05-05,45.9,41.2
2016-05-06,49.3,45.0
2016-05-07,37.0,33.8
2016-05-08,36.7,34.9
2016-05-09,37.8,37.8
2016-05-10,20.1,25.0
2016-05-11,16.5,18.3
2016-05-12,29.3,27.3
2016-05-13,40.1,44.8
2016-05-14,44.2,41.2
2016-05-15,41.0,37.0
2016-05-16,32.7,36.1
2016-05-17,31.3,32.9
2016-05-18,36.0,39.4
2016-05-19,40.6,40.8
2016-05-20,32.5,33.8
2016-05-21,38.5,37.8
2016-05-22,24.6,27.7
2016-05-23,25.5,27.7
2016-05-24,30.7,30.9
2016-05-25,30.2,32.5
2016-05-26,31.8,34.0
2016-05-27,33.4,36.3
2016-05-28,30.6,35.2
2016-05-29,33.8,32.7
2016-05-30,40.5,38.3
2016-05-31,35.8,35.8
2016-06-01,36.5,36.9
2016-06-02,47.3,43.2
2016-06-03,43.7,45.7
2016-06-04,45.3,45.5
2016-06-05,46.4,49.5
2016-06-06,57.0,53.2
2016-06-07,49.1,47.8
2016-06-08,51.6,47.3
2016-06-09,55.2,53.4
2016-06-10,51.4,49.1
2016-06-11,55.8,53.8
2016-06-12,35.6,37.4
2016-06-13,42.8,42.6
2016-06-14,41.0,37.0
2016-06-15,32.5,40.5
2016-06-16,41.7,47.5
2016-06-17,41.0,38.1
2016-06-18,51.8,48.6
2016-06-19,46.2,51.4
2016-06-20,47.1,44.6
2016-06-21,57.6,57.2
2016-06-22,49.5,49.6
2016-06-23,56.1,53.2
2016-06-24,52.7,53.4
2016-06-25,37.0,42.6
2016-06-26,41.9,39.2
2016-06-27,50.4,47.8
2016-06-28,59.0,53.6
2016-06-29,61.2,52.9
2016-06-30,57.0,53.8
2016-07-01,50.0,47.3
2016-07-02,52.0,48.0
2016-07-03,53.1,57.6
2016-07-04,54.1,58.5
2016-07-05,50.9,51.6
2016-07-06,49.8,50.7
2016-07-07,40.3,45.7
2016-07-08,52.5,49.1
2016-07-09,53.8,54.0
2016-07-10,50.2,56.8
2016-07-11,30.2,34.2
2016-07-12,37.8,36.1
2016-07-13,43.2,42.4
2016-07-14,45.3,43.0
2016-07-15,49.8,46.8
2016-07-16,55.6,58.6
2016-07-17,48.2,53.4
2016-07-18,58.6,55.6
2016-07-19,60.8,57.0
2016-07-20,58.8,55.8
2016-07-21,56.5,55.8
2016-07-22,63.0,59.0
2016-07-23,52.7,58.5
2016-07-24,49.1,47.1
2016-07-25,55.8,51.3
2016-07-26,59.5,56.5
2016-07-27,54.3,53.1
2016-07-28,55.0,54.0
2016-07-29,56.5,54.1
2016-07-30,61.0,56.1
2016-07-31,59.0,53.4
2016-08-01,54.0,58.3
2016-08-02,56.5,54.3
2016-08-03,61.0,60.4
2016-08-04,45.7,46.0
2016-08-05,55.8,50.2
2016-08-06,55.2,57.2
2016-08-07,55.4,48.9
2016-08-08,53.4,45.7
2016-08-09,54.7,50.4
2016-08-10,47.1,47.5
2016-08-11,46.2,48.0
2016-08-12,45.3,45.9
2016-08-13,52.2,49.5
2016-08-14,54.1,52.9
2016-08-15,53.1,53.8
2016-08-16,57.0,53.1
2016-08-17,58.6,56.5
2016-08-18,55.0,52.2
2016-08-19,53.1,45.9
2016-08-20,43.0,40.3
2016-08-21,50.2,49.6
2016-08-22,54.9,57.2
2016-08-23,48.0,52.7
2016-08-24,43.5,43.7
2016-08-25,39.2,40.6
2016-08-26,44.4,39.0
2016-08-27,45.5,46.0
2016-08-28,49.6,49.3
2016-08-29,50.9,50.9
2016-08-30,57.0,52.7
2016-08-31,60.1,55.4
2016-09-01,60.4,56.8
2016-09-02,53.1,54.3
2016-09-03,46.4,45.5
2016-09-04,42.6,47.5
2016-09-05,32.5,38.1
2016-09-06,32.5,30.9
2016-09-07,41.9,45.9
2016-09-08,41.4,44.2
2016-09-09,38.8,41.4
2016-09-10,35.2,37.2
2016-09-11,44.6,46.6
2016-09-12,45.7,47.5
2016-09-13,38.5,35.8
2016-09-14,43.9,42.8
2016-09-15,32.5,33.4
2016-09-16,34.3,34.3
2016-09-17,38.7,39.6
2016-09-18,47.3,50.2
2016-09-19,47.5,53.1
2016-09-20,49.3,48.9
2016-09-21,51.3,49.5
2016-09-22,43.9,44.8
2016-09-23,38.8,41.2
2016-09-24,31.5,32.5
2016-09-25,29.5,31.6
2016-09-26,35.8,37.9
2016-09-27,44.8,42.4
2016-09-28,47.7,44.8
2016-09-29,48.0,47.3
2016-09-30,42.6,41.2
2016-10-01,45.9,40.5
2016-10-02,39.6,40.1
2016-10-03,32.2,36.0
2016-10-04,26.2,30.2
2016-10-05,25.0,28.8
2016-10-06,23.5,25.5
2016-10-07,25.5,27.9
2016-10-08,30.9,29.7
2016-10-09,39.4,32.9
2016-10-10,40.1,37.2
2016-10-11,41.4,43.2
2016-10-12,21.9,26.6
2016-10-13,34.3,30.6
2016-10-14,42.8,43.5
2016-10-15,30.0,32.9
2016-10-16,35.8,38.3
2016-10-17,29.1,29.1
2016-10-18,23.5,25.9
2016-10-19,24.1,27.7
2016-10-20,15.6,17.4
2016-10-21,30.7,27.1
2016-10-22,37.0,32.9
2016-10-23,38.3,36.0
2016-10-24,41.2,38.3
2016-10-25,31.3,35.1
2016-10-26,34.9,32.9
2016-10-27,41.7,36.7
2016-10-28,40.5,40.6
2016-10-29,34.5,38.7
2016-10-30,39.0,38.3
2016-10-31,25.3,30.6
2016-11-01,23.9,26.2
2016-11-02,23.9,27.3
2016-11-03,31.8,25.2
2016-11-04,40.3,32.5
2016-11-05,35.8,31.8
2016-11-06,34.5,32.0
2016-11-07,29.5,32.5
2016-11-08,33.4,31.8
2016-11-09,38.8,35.2
2016-11-10,36.5,35.2
2016-11-11,40.8,35.2
2016-11-12,37.9,34.3
2016-11-13,33.3,38.1
2016-11-14,32.4,38.3
2016-11-15,37.8,40.1
2016-11-16,35.6,38.1
2016-11-17,16.3,21.7
2016-11-18,6.4,9.5
2016-11-19,25.7,19.9
2016-11-20,34.7,32.5
2016-11-21,30.9,31.6
2016-11-22,21.6,26.6
2016-11-23,15.4,17.2
2016-11-24,14.7,19.4
2016-11-25,17.8,15.8
2016-11-26,27.3,21.9
2016-11-27,26.8,25.2
2016-11-28,13.6,18.3
2016-11-29,11.1,15.1
2016-11-30,9.1,10.9
2016-12-01,12.4,16.3
2016-12-02,8.2,8.4
2016-12-03,6.8,11.1
2016-12-04,13.6,18.9
2016-12-05,18.0,21.6
2016-12-06,-8.0,-6.5
2016-12-07,-5.1,-2.0
2016-12-08,-9.9,-9.4
2016-12-09,14.0,11.7
2016-12-10,23.5,26.8
2016-12-11,16.3,19.9
2016-12-12,9.1,14.2
2016-12-13,6.3,11.5
2016-12-14,4.6,10.9
2016-12-15,23.7,26.2
2016-12-16,25.9,28.8
2016-12-17,-8.7,-2.6
2016-12-18,-16.1,-12.5
2016-12-19,-2.6,-6.0
2016-12-20,11.8,16.3
2016-12-21,16.2,23.2
2016-12-22,7.2,1.2
2016-12-23,9.9,6.3
2016-12-24,19.8,20.3
2016-12-25,21.2,25.3
2016-12-26,1.4,6.6
2016-12-27,0.9,-1.7
2016-12-28,8.8,14.9
2016-12-29,1.2,3.7
2016-12-30,19.0,20.8
2016-12-31,6.6,14.7
2017-01-01,9.7,6.4
2017-01-02,3.9,9.3
2017-01-03,2.7,4.6
2017-01-04,4.3,8.4
2017-01-05,-7.4,-8.5
2017-01-06,-7.2,-7.8
2017-01-07,5.0,-4.0
2017-01-08,16.3,17.8
2017-01-09,27.3,30.2
2017-01-10,11.7,17.1
2017-01-11,21.4,25.5
2017-01-12,8.1,12.7
2017-01-13,1.6,3.4
2017-01-14,5.0,4.1
2017-01-15,5.9,4.6
2017-01-16,13.6,7.7
2017-01-17,16.3,8.6
2017-01-18,24.1,14.7
2017-01-19,23.5,23.9
2017-01-20,16.3,20.3
2017-01-21,13.1,14.5
2017-01-22,13.5,17.8
2017-01-23,16.0,15.8
2017-01-24,12.4,18.0
2017-01-25,3.6,6.3
2017-01-26,1.8,5.9
2017-01-27,-0.8,0.3
2017-01-28,13.1,-0.2
2017-01-29,18.3,8.8
2017-01-30,19.9,19.9
2017-01-31,19.4,26.8
2017-02-01,16.7,23.5
2017-02-02,16.7,22.1
2017-02-03,16.9,16.5
2017-02-04,23.2,27.3
2017-02-05,21.2,25.2
2017-02-06,23.5,24.8
2017-02-07,17.6,22.5
2017-02-08,18.9,24.1
2017-02-09,27.1,30.4
2017-02-10,31.6,34.0
2017-02-11,21.4,25.0
2017-02-12,2.3,6.6
2017-02-13,17.8,15.1
2017-02-14,22.5,19.4
2017-02-15,25.2,20.8
2017-02-16,27.5,24.4
2017-02-17,20.3,26.6
2017-02-18,25.2,26.2
2017-02-19,27.3,29.5
2017-02-20,19.4,21.9
2017-02-21,26.8,29.1
2017-02-22,16.7,21.2
2017-02-23,12.7,12.9
2017-02-24,5.0,9.7
2017-02-25,0.3,2.3
2017-02-26,1.0,6.1
2017-02-27,9.0,9.5
2017-02-28,2.8,7.0
2017-03-01,-0.6,6.6
2017-03-02,12.2,15.6
2017-03-03,14.7,14.5
2017-03-04,24.3,20.7
2017-03-05,24.1,26.8
2017-03-06,8.1,12.9
2017-03-07,6.4,11.7
2017-03-08,17.6,22.1
2017-03-09,25.2,29.8
2017-03-10,29.8,32.9
2017-03-11,21.7,25.7
2017-03-12,26.8,29.7
2017-03-13,21.7,25.2
2017-03-14,32.0,39.0
2017-03-15,32.9,32.0
2017-03-16,36.9,40.3
2017-03-17,26.4,35.6
2017-03-18,37.2,32.2
2017-03-19,31.3,34.9
2017-03-20,30.6,34.7
2017-03-21,34.5,34.2
2017-03-22,30.2,33.4
2017-03-23,27.0,29.8
2017-03-24,20.3,27.1
2017-03-25,25.9,28.8
2017-03-26,20.7,20.8
2017-03-27,23.0,27.0
2017-03-28,23.4,26.6
2017-03-29,17.6,23.7
2017-03-30,28.8,31.8
2017-03-31,28.8,32.4
2017-04-01,28.8,28.8
2017-04-02,27.9,32.2
2017-04-03,16.2,22.3
2017-04-04,12.9,17.4
2017-04-05,15.3,14.9
2017-04-06,25.7,25.3
2017-04-07,40.3,38.7
2017-04-08,23.9,28.8
2017-04-09,18.3,22.6
2017-04-10,12.2,13.1
2017-04-11,18.3,23.0
2017-04-12,27.9,29.7
2017-04-13,40.3,34.5
2017-04-14,22.3,27.7
2017-04-15,12.9,17.8
2017-04-16,19.9,23.4
2017-04-17,39.2,34.7
2017-04-18,28.8,32.9
2017-04-19,28.0,32.0
2017-04-20,24.3,24.3
2017-04-21,22.6,27.5
2017-04-22,15.8,21.9
2017-04-23,31.5,30.4
2017-04-24,29.5,33.3
2017-04-25,23.5,27.5
2017-04-26,21.0,25.3
2017-04-27,24.3,28.2
2017-04-28,18.7,23.0
2017-04-29,17.8,22.6
2017-04-30,22.5,24.6
2017-05-01,28.2,32.4
2017-05-02,26.4,32.5
2017-05-03,27.3,30.9
2017-05-04,36.1,37.0
2017-05-05,44.2,38.8
2017-05-06,50.4,43.5
2017-05-07,44.4,39.6
2017-05-08,34.3,36.7
2017-05-09,37.4,36.3
2017-05-10,36.7,33.1
2017-05-11,38.7,37.8
2017-05-12,45.3,41.4
2017-05-13,29.7,32.4
2017-05-14,20.5,26.4
2017-05-15,36.7,35.2
2017-05-16,28.8,32.7
2017-05-17,26.6,31.3
2017-05-18,16.5,16.3
2017-05-19,24.6,24.1
2017-05-20,30.0,30.6
2017-05-21,27.7,32.7
2017-05-22,34.2,32.5
2017-05-23,39.4,34.0
2017-05-24,41.0,44.1
2017-05-25,32.5,39.0
2017-05-26,31.5,30.0
2017-05-27,25.9,27.9
2017-05-28,34.2,35.6
2017-05-29,38.1,36.3
2017-05-30,40.1,39.4
2017-05-31,46.6,40.8
2017-06-01,48.9,43.0
2017-06-02,40.1,42.8
2017-06-03,40.1,39.2
2017-06-04,47.5,43.9
2017-06-05,47.1,46.2
2017-06-06,43.2,40.3
2017-06-07,50.0,44.6
2017-06-08,53.6,46.4
2017-06-09,43.2,44.2
2017-06-10,32.2,34.5
2017-06-11,32.5,35.2
2017-06-12,46.2,43.2
2017-06-13,27.1,30.6
2017-06-14,32.4,35.1
2017-06-15,42.1,43.7
2017-06-16,46.2,50.9
2017-06-17,41.0,44.6
2017-06-18,39.6,40.1
2017-06-19,45.5,43.9
2017-06-20,54.9,49.5
2017-06-21,52.9,55.9
2017-06-22,45.5,49.5
2017-06-23,39.9,40.3
2017-06-24,40.1,42.8
2017-06-25,44.2,45.5
2017-06-26,48.6,49.1
2017-06-27,54.7,55.8
2017-06-28,41.2,40.3
2017-06-29,38.8,40.1
2017-06-30,34.5,35.6
2017-07-01,44.1,43.9
2017-07-02,53.6,49.1
2017-07-03,53.6,50.9
2017-07-04,57.6,53.2
2017-07-05,61.7,55.4
2017-07-06,61.0,54.0
2017-07-07,56.7,55.2
2017-07-08,56.5,51.8
2017-07-09,60.6,59.4
2017-07-10,53.8,48.4
2017-07-11,57.0,56.5
2017-07-12,52.7,53.2
2017-07-13,55.6,52.2
2017-07-14,59.0,57.6
2017-07-15,63.1,57.2
2017-07-16,58.6,47.5
2017-07-17,57.2,54.1
2017-07-18,55.8,51.3
2017-07-19,57.4,57.0
2017-07-20,60.6,56.8
2017-07-21,56.7,57.2
2017-07-22,54.1,51.4
2017-07-23,54.7,53.1
2017-07-24,57.2,57.0
2017-07-25,56.1,55.0
2017-07-26,50.9,50.4
2017-07-27,50.2,49.3
2017-07-28,47.7,45.3
2017-07-29,51.4,51.8
2017-07-30,53.6,51.6
2017-07-31,53.2,52.9
2017-08-01,59.4,54.7
2017-08-02,55.0,55.0
2017-08-03,54.3,52.7
2017-08-04,57.0,53.4
2017-08-05,56.7,53.8
2017-08-06,50.9,50.2
2017-08-07,47.5,46.6
2017-08-08,49.3,46.4
2017-08-09,45.0,45.0
2017-08-10,46.4,42.3
2017-08-11,49.1,48.0
2017-08-12,50.9,48.2
2017-08-13,56.5,52.2
2017-08-14,48.9,52.5
2017-08-15,39.6,42.1
2017-08-16,45.0,43.0
2017-08-17,51.3,50.4
2017-08-18,50.0,48.6
2017-08-19,51.4,52.7
2017-08-20,53.2,56.7
2017-08-21,52.0,49.1
2017-08-22,50.4,49.1
2017-08-23,56.5,54.7
2017-08-24,46.8,47.1
2017-08-25,50.4,47.1
2017-08-26,55.8,51.8
2017-08-27,53.8,52.7
2017-08-28,57.7,53.8
2017-08-29,57.4,55.6
2017-08-30,58.6,53.1
2017-08-31,53.6,53.2
2017-09-01,52.2,52.9
2017-09-02,53.1,52.2
2017-09-03,60.8,57.9
2017-09-04,62.6,57.0
2017-09-05,54.7,49.3
2017-09-06,53.4,50.7
2017-09-07,54.3,53.4
2017-09-08,56.8,52.7
2017-09-09,52.7,53.2
2017-09-10,52.0,55.8
2017-09-11,52.2,49.6
2017-09-12,53.6,51.8
2017-09-13,53.4,57.0
2017-09-14,48.2,48.9
2017-09-15,38.3,42.3
2017-09-16,28.4,31.8
2017-09-17,25.7,27.5
2017-09-18,38.8,38.3
2017-09-19,32.9,34.5
2017-09-20,23.5,28.0
2017-09-21,29.7,32.0
2017-09-22,29.1,32.0
2017-09-23,23.5,26.4
2017-09-24,29.5,32.2
2017-09-25,28.4,30.6
2017-09-26,27.5,25.7
2017-09-27,32.9,30.7
2017-09-28,36.0,34.2
2017-09-29,37.2,34.3
2017-09-30,38.1,36.0
2017-10-01,28.8,32.2
2017-10-02,21.0,21.2
2017-10-03,17.1,21.4
2017-10-04,30.0,26.6
2017-10-05,25.0,28.4
2017-10-06,25.5,30.6
2017-10-07,33.3,40.1
2017-10-08,31.3,36.9
2017-10-09,17.8,21.0
2017-10-10,24.8,22.5
2017-10-11,32.7,32.4
2017-10-12,27.1,31.8
2017-10-13,21.0,22.3
2017-10-14,20.8,25.2
2017-10-15,14.5,14.7
2017-10-16,33.8,28.2
2017-10-17,33.4,32.2
2017-10-18,35.2,43.9
2017-10-19,38.7,36.5
2017-10-20,41.0,38.7
2017-10-21,18.3,21.4
2017-10-22,23.0,28.8
2017-10-23,27.3,35.2
2017-10-24,24.1,31.3
2017-10-25,38.3,30.7
2017-10-26,32.9,38.3
2017-10-27,25.7,26.6
2017-10-28,32.2,32.9
2017-10-29,36.3,34.9
2017-10-30,26.4,28.2
2017-10-31,20.7,21.0
2017-11-01,25.7,32.2
2017-11-02,21.6,28.0
2017-11-03,28.0,31.3
2017-11-04,26.8,30.7
2017-11-05,13.3,18.7
2017-11-06,17.2,21.7
2017-11-07,5.0,11.1
2017-11-08,10.8,7.9
2017-11-09,21.6,20.3
2017-11-10,26.2,29.7
2017-11-11,25.3,26.4
2017-11-12,16.9,16.9
2017-11-13,32.4,25.2
2017-11-14,29.7,31.3
2017-11-15,18.3,13.3
2017-11-16,29.5,29.7
2017-11-17,23.7,28.0
2017-11-18,4.6,10.4
2017-11-19,13.3,10.2
2017-11-20,20.8,24.3
2017-11-21,28.8,32.2
2017-11-22,34.3,37.9
2017-11-23,34.3,38.7
2017-11-24,34.3,40.6
2017-11-25,21.0,27.3
2017-11-26,34.5,32.7
2017-11-27,37.9,39.6
2017-11-28,14.2,19.2
2017-11-29,23.2,21.9
2017-11-30,15.3,13.8
2017-12-01,19.4,24.3
2017-12-02,20.5,22.1
2017-12-03,28.8,30.6
2017-12-04,13.1,18.0
2017-12-05,4.6,10.6
2017-12-06,7.9,10.9
2017-12-07,9.9,7.9
2017-12-08,23.5,15.6
2017-12-09,24.1,13.8
2017-12-10,25.5,18.0
2017-12-11,27.3,18.3
2017-12-12,31.8,23.7
2017-12-13,31.3,25.9
2017-12-14,14.4,14.5
2017-12-15,17.4,15.4
2017-12-16,20.8,27.3
2017-12-17,5.4,7.9
2017-12-18,9.3,15.8
2017-12-19,19.6,24.4
2017-12-20,22.3,25.5
2017-12-21,5.9,11.3
2017-12-22,8.4,12.0
2017-12-23,9.9,15.1
2017-12-24,-6.7,1.8
2017-12-25,10.8,12.7
2017-12-26,11.3,16.9
2017-12-27,11.3,17.4
2017-12-28,18.9,23.7
2017-12-29,20.5,29.3
2017-12-30,28.8,32.5
2017-12-31,8.2,11.1
2018-01-01,14.7,9.1
2018-01-02,8.1,7.3
2018-01-03,22.6,12.6
2018-01-04,22.1,19.4
2018-01-05,28.2,28.4
2018-01-06,26.6,31.5
2018-01-07,18.3,23.4
2018-01-08,17.6,17.1
2018-01-09,28.0,28.2
2018-01-10,27.5,30.0
2018-01-11,7.9,12.0
